titulo,apresentacao,condicao_clinica,confianca_extracao,contexto,cuidados,diluicao,dose,duracao,especialidade,fonte_arquivo,fonte_pagina,fonte_secao,frequencia,medicamento,modo_de_uso,observacoes,orientacoes,sinais_de_alerta,slug,status_revisao,subcondicao,tags,texto_original,tipo_de_conduta,via
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — 100 mg EV, diluído em 100 mL de SF 0,9%, infundir em 20 minutos,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,"50–100 mg EV, diluído em 100 mL de SF 0,9%, infundir em 20 minutos,",,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",de 6/6 horas; 6/6 h,"100 mg EV, diluído em 100 mL de SF 0,9%, infundir em 20 minutos,","50–100 mg EV, diluído em 100 mL de SF 0,9%, infundir em 20 minutos,
de 6/6 horas
, se necessário",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-100-mg-ev-diluido-em-100-ml-de-sf-0-9-infundir-em-20-minutos-50-100-mg-ev-diluido-em-100-ml-de-sf-0-9-infundir-e,Revisão pendente,,APS,"50–100 mg EV, diluído em 100 mL de SF 0,9%, infundir em 20 minutos,
de 6/6 horas
, se necessário",Prescrição,EV
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg VO",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",de 6/6 horas; 6/6 h,mg VO,"50 mg VO
de 6/6 horas
, se dor moderada a intensa
Tramadol",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-vo-50-mg-vo-de-6-6-horas-se-dor-moderada-a-intensa-tramadol,Revisão pendente,,"APS, analgésico","50 mg VO
de 6/6 horas
, se dor moderada a intensa
Tramadol",Prescrição,VO
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — 8 mg SL,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",de 8/8 horas; 8/8 h,"8 mg SL,","4–8 mg SL,
de 8/8 horas, se náuseas/vômitos
Metoclopramida",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-8-mg-sl-4-8-mg-sl-de-8-8-horas-se-nauseas-vomitos-metoclopramida,Revisão pendente,,APS,"4–8 mg SL,
de 8/8 horas, se náuseas/vômitos
Metoclopramida",Prescrição,SL
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg VO ou EV,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",de 8/8 horas; 8/8 h,"mg VO ou EV,","10 mg VO ou EV,
de 8/8 horas, se necessário
Bromoprida",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-vo-ou-ev-10-mg-vo-ou-ev-de-8-8-horas-se-necessario-bromoprida,Revisão pendente,,APS,"10 mg VO ou EV,
de 8/8 horas, se necessário
Bromoprida",Prescrição,EV
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg VO ou EV,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",de 8/8 horas; 8/8 h,"mg VO ou EV,","10 mg VO ou EV,
de 8/8 horas, se necessário",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-vo-ou-ev-10-mg-vo-ou-ev-de-8-8-horas-se-necessario,Revisão pendente,,APS,"10 mg VO ou EV,
de 8/8 horas, se necessário",Prescrição,EV
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg VO,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,"mg VO,","20 mg VO,
1x/dia
, pela manhã
Pantoprazol",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-vo-20-mg-vo-1x-dia-pela-manha-pantoprazol,Revisão pendente,,APS,"20 mg VO,
1x/dia
, pela manhã
Pantoprazol",Prescrição,VO
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — 40 mg VO,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,"40 mg VO,","20–40 mg VO,
1x/dia
, em jejum",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-40-mg-vo-20-40-mg-vo-1x-dia-em-jejum,Revisão pendente,,APS,"20–40 mg VO,
1x/dia
, em jejum",Prescrição,VO
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — 20 mg VO,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,até 4–6 semanas,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",de 8/8 horas; 8/8 h,"20 mg VO,","10–20 mg VO,
de 8/8 horas
, por até 4–6 semanas
ENCAMINHAR IMEDIATAMENTE PARA URGÊNCIA SE QUALQUER UM PRESENTE:
Febre ≥ 37,8 °C ou calafrios
Dor refratária à analgesia oral
Vômitos incoercíveis
Anúria ou oligúria",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-20-mg-vo-10-20-mg-vo-de-8-8-horas-por-ate-4-6-semanas-encaminhar-imediatamente-para-ur,Revisão pendente,,APS,"10–20 mg VO,
de 8/8 horas
, por até 4–6 semanas
ENCAMINHAR IMEDIATAMENTE PARA URGÊNCIA SE QUALQUER UM PRESENTE:
Febre ≥ 37,8 °C ou calafrios
Dor refratária à analgesia oral
Vômitos incoercíveis
Anúria ou oligúria",Prescrição,VO
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — ,4 mg VO,",,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",Média,APS,,,,até 4–6 semanas,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,",4 mg VO,","0,4 mg VO,
1x/dia
, por até 4–6 semanas
Nifedipino",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-4-mg-vo-0-4-mg-vo-1x-dia-por-ate-4-6-semanas-nifedipino,Revisão pendente,,APS,"0,4 mg VO,
1x/dia
, por até 4–6 semanas
Nifedipino",Prescrição,VO
Retorno em 2 semanas para reavaliação clínica e seguimento psicológico. — Sertralina 50 mg VO/dia,,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,,Sertralina 50 mg VO/dia,Sertralina 50 mg VO/dia,Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-2-semanas-para-reavaliacao-clinica-e-seguimento-psicologico-sertralina-50-mg-vo-dia-sertralina-50-mg-vo-dia,Revisão pendente,,APS,Sertralina 50 mg VO/dia,Prescrição,VO
"Retorno em 2 semanas para reavaliação clínica e seguimento psicológico. — , iniciar com 25 mg por 7 dias, aumentar conforme tolerância",,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,Média,APS,,,,por 7 dias,APS,Notion APS HTML,0,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,,", iniciar com 25 mg por 7 dias, aumentar conforme tolerância",", iniciar com 25 mg por 7 dias, aumentar conforme tolerância",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-2-semanas-para-reavaliacao-clinica-e-seguimento-psicologico-iniciar-com-25-mg-por-7-dias-aumentar-conforme-tolerancia-iniciar-com-25-mg-por-7-dias-aumentar-confor,Revisão pendente,,APS,", iniciar com 25 mg por 7 dias, aumentar conforme tolerância",Prescrição,
Retorno em 2 semanas para reavaliação clínica e seguimento psicológico. — Escitalopram 10 mg VO/dia,,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,,Escitalopram 10 mg VO/dia,Escitalopram 10 mg VO/dia,Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-2-semanas-para-reavaliacao-clinica-e-seguimento-psicologico-escitalopram-10-mg-vo-dia-escitalopram-10-mg-vo-dia,Revisão pendente,,APS,Escitalopram 10 mg VO/dia,Prescrição,VO
"Retorno em 2 semanas para reavaliação clínica e seguimento psicológico. — , iniciar com 5 mg por 7 dias",,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,Média,APS,,,,por 7 dias,APS,Notion APS HTML,0,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,SOS,", iniciar com 5 mg por 7 dias",", iniciar com 5 mg por 7 dias
SOS (curto prazo, se necessário):",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-2-semanas-para-reavaliacao-clinica-e-seguimento-psicologico-iniciar-com-5-mg-por-7-dias-iniciar-com-5-mg-por-7-dias-sos-curto-prazo-se-necessario,Revisão pendente,,APS,", iniciar com 5 mg por 7 dias
SOS (curto prazo, se necessário):",Prescrição,
"Retorno em 2 semanas para reavaliação clínica e seguimento psicológico. — Clonazepam 0,25 mg VO",,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,,"Clonazepam 0,25 mg VO","Clonazepam 0,25 mg VO
, 1 cp à noite por no máx. 7 dias
(avaliar risco de dependência, evitar uso contínuo)
Insônia associada:",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-2-semanas-para-reavaliacao-clinica-e-seguimento-psicologico-clonazepam-0-25-mg-vo-clonazepam-0-25-mg-vo-1-cp-a-noite-por-no-max-7-dias-avaliar-risco-de-depend,Revisão pendente,,APS,"Clonazepam 0,25 mg VO
, 1 cp à noite por no máx. 7 dias
(avaliar risco de dependência, evitar uso contínuo)
Insônia associada:",Prescrição,VO
Retorno em 2 semanas para reavaliação clínica e seguimento psicológico. — Melatonina 3-5 mg VO,,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,,Melatonina 3-5 mg VO,"Melatonina 3-5 mg VO
, à noite",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-2-semanas-para-reavaliacao-clinica-e-seguimento-psicologico-melatonina-3-5-mg-vo-melatonina-3-5-mg-vo-a-noite,Revisão pendente,,APS,"Melatonina 3-5 mg VO
, à noite",Prescrição,VO
Retorno em 2 semanas para reavaliação clínica e seguimento psicológico. — Amitriptilina 10-25 mg VO,,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,,Amitriptilina 10-25 mg VO,"Amitriptilina 10-25 mg VO
, à noite
(se dor crônica associada)
Transtorno de Pânico
(será incluído em breve)
TOC – Transtorno Obsessivo‑Compulsivo",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-2-semanas-para-reavaliacao-clinica-e-seguimento-psicologico-amitriptilina-10-25-mg-vo-amitriptilina-10-25-mg-vo-a-noite-se-dor-cronica-associada-transtorno-de-pan,Revisão pendente,,APS,"Amitriptilina 10-25 mg VO
, à noite
(se dor crônica associada)
Transtorno de Pânico
(será incluído em breve)
TOC – Transtorno Obsessivo‑Compulsivo",Prescrição,VO
Retorno em 15 dias para avaliação de tolerância e resposta — Fluoxetina 20 mg VO/dia,,Retorno em 15 dias para avaliação de tolerância e resposta,Média,APS,,,,por 7 dias,APS,Notion APS HTML,0,Retorno em 15 dias para avaliação de tolerância e resposta,,Fluoxetina 20 mg VO/dia,"Fluoxetina 20 mg VO/dia
Tomar 1 cp pela manhã, por 7 dias.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-15-dias-para-avaliacao-de-tolerancia-e-resposta-fluoxetina-20-mg-vo-dia-fluoxetina-20-mg-vo-dia-tomar-1-cp-pela-manha-por-7-dias,Revisão pendente,,APS,"Fluoxetina 20 mg VO/dia
Tomar 1 cp pela manhã, por 7 dias.",Prescrição,VO
"Retorno em 15 dias para avaliação de tolerância e resposta — Aumentar para 40 mg após 1 semana, conforme tolerância.",,Retorno em 15 dias para avaliação de tolerância e resposta,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em 15 dias para avaliação de tolerância e resposta,,"Aumentar para 40 mg após 1 semana, conforme tolerância.","Aumentar para 40 mg após 1 semana, conforme tolerância.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-15-dias-para-avaliacao-de-tolerancia-e-resposta-aumentar-para-40-mg-apos-1-semana-conforme-tolerancia-aumentar-para-40-mg-apos-1-semana-conforme-tolerancia,Revisão pendente,,APS,"Aumentar para 40 mg após 1 semana, conforme tolerância.",Prescrição,
Retorno em 15 dias para avaliação de tolerância e resposta — Ajustar até 60 mg/dia se necessário.,,Retorno em 15 dias para avaliação de tolerância e resposta,Média,APS,,,,até 60 mg/dia se necessário,APS,Notion APS HTML,0,Retorno em 15 dias para avaliação de tolerância e resposta,,Ajustar até 60 mg/dia se necessário.,"Ajustar até 60 mg/dia se necessário.
TCC estruturada com ERP
– 1x/semana por psicólogo especializado.
Se refratário após 12 semanas:",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-15-dias-para-avaliacao-de-tolerancia-e-resposta-ajustar-ate-60-mg-dia-se-necessario-ajustar-ate-60-mg-dia-se-necessario-tcc-estruturada-com-erp-1x-semana-por-psi,Revisão pendente,,APS,"Ajustar até 60 mg/dia se necessário.
TCC estruturada com ERP
– 1x/semana por psicólogo especializado.
Se refratário após 12 semanas:",Prescrição,
Retorno em 15 dias para avaliação de tolerância e resposta — Aripiprazol 2 mg VO/dia,,Retorno em 15 dias para avaliação de tolerância e resposta,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em 15 dias para avaliação de tolerância e resposta,,Aripiprazol 2 mg VO/dia,"Aripiprazol 2 mg VO/dia
, iniciar e ajustar conforme resposta.
Avaliação inicial de crise convulsiva isolada
(após estabilização, sem sinais de estado epiléptico)",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-15-dias-para-avaliacao-de-tolerancia-e-resposta-aripiprazol-2-mg-vo-dia-aripiprazol-2-mg-vo-dia-iniciar-e-ajustar-conforme-resposta-avaliacao-inicial,Revisão pendente,,APS,"Aripiprazol 2 mg VO/dia
, iniciar e ajustar conforme resposta.
Avaliação inicial de crise convulsiva isolada
(após estabilização, sem sinais de estado epiléptico)",Prescrição,VO
Raciocínio Clínico — Sumatriptano 50-100 mg VO,,Raciocínio Clínico,Média,APS,,,,,APS,Notion APS HTML,0,Raciocínio Clínico,,Sumatriptano 50-100 mg VO,Sumatriptano 50-100 mg VO,Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-raciocinio-clinico-sumatriptano-50-100-mg-vo-sumatriptano-50-100-mg-vo,Revisão pendente,,APS,Sumatriptano 50-100 mg VO,Prescrição,VO
"Raciocínio Clínico — , 1 cp no início da dor. Pode repetir após 2h (máx. 200 mg/dia)",,Raciocínio Clínico,Média,APS,,,,,APS,Notion APS HTML,0,Raciocínio Clínico,,", 1 cp no início da dor. Pode repetir após 2h (máx. 200 mg/dia)",", 1 cp no início da dor. Pode repetir após 2h (máx. 200 mg/dia)",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-raciocinio-clinico-1-cp-no-inicio-da-dor-pode-repetir-apos-2h-max-200-mg-dia-1-cp-no-inicio-da-dor-pode-repetir-apos-2h-max-200-mg-dia,Revisão pendente,,APS,", 1 cp no início da dor. Pode repetir após 2h (máx. 200 mg/dia)",Prescrição,
Raciocínio Clínico — Naproxeno 550 mg VO,,Raciocínio Clínico,Média,APS,,,,por até 5 dias; até 5 dias,APS,Notion APS HTML,0,Raciocínio Clínico,a cada 12h,Naproxeno 550 mg VO,"Naproxeno 550 mg VO
, 1 cp a cada 12h, por até 5 dias",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-raciocinio-clinico-naproxeno-550-mg-vo-naproxeno-550-mg-vo-1-cp-a-cada-12h-por-ate-5-dias,Revisão pendente,,APS,"Naproxeno 550 mg VO
, 1 cp a cada 12h, por até 5 dias",Prescrição,VO
Raciocínio Clínico — Paracetamol 750-1000 mg VO,,Raciocínio Clínico,Média,APS,,,,,APS,Notion APS HTML,0,Raciocínio Clínico,a cada 6h,Paracetamol 750-1000 mg VO,"Paracetamol 750-1000 mg VO
, a cada 6h se dor leve
Antiemético:",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-raciocinio-clinico-paracetamol-750-1000-mg-vo-paracetamol-750-1000-mg-vo-a-cada-6h-se-dor-leve-antiemetico,Revisão pendente,,"APS, analgésico","Paracetamol 750-1000 mg VO
, a cada 6h se dor leve
Antiemético:",Prescrição,VO
Raciocínio Clínico — Metoclopramida 10 mg VO,,Raciocínio Clínico,Média,APS,,,,,APS,Notion APS HTML,0,Raciocínio Clínico,a cada 8h,Metoclopramida 10 mg VO,"Metoclopramida 10 mg VO
, a cada 8h, se náuseas
Tensional – Crise:",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-raciocinio-clinico-metoclopramida-10-mg-vo-metoclopramida-10-mg-vo-a-cada-8h-se-nauseas-tensional-crise,Revisão pendente,,APS,"Metoclopramida 10 mg VO
, a cada 8h, se náuseas
Tensional – Crise:",Prescrição,VO
Raciocínio Clínico — Dipirona 1 g VO,,Raciocínio Clínico,Média,APS,,,,,APS,Notion APS HTML,0,Raciocínio Clínico,a cada 6h,Dipirona 1 g VO,"Dipirona 1 g VO
, a cada 6h se dor",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-raciocinio-clinico-dipirona-1-g-vo-dipirona-1-g-vo-a-cada-6h-se-dor,Revisão pendente,,"APS, analgésico","Dipirona 1 g VO
, a cada 6h se dor",Prescrição,VO
Raciocínio Clínico — Ibuprofeno 400 mg VO,,Raciocínio Clínico,Média,APS,,,,,APS,Notion APS HTML,0,Raciocínio Clínico,a cada 6h,Ibuprofeno 400 mg VO,"Ibuprofeno 400 mg VO
, a cada 6h se necessário
Profilático (se indicado posteriormente):",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-raciocinio-clinico-ibuprofeno-400-mg-vo-ibuprofeno-400-mg-vo-a-cada-6h-se-necessario-profilatico-se-indicado-posterio,Revisão pendente,,"APS, analgésico","Ibuprofeno 400 mg VO
, a cada 6h se necessário
Profilático (se indicado posteriormente):",Prescrição,VO
